,airline_sentiment,tweet_coord,lat,long,lat_rad,lon_rad,x,y,z,city
12,0,"[51.04345575, -114.06071363]",51.04345575,-114.06071363,0.8908763644335316,-1.9907350000178732,-0.2563363431317218,-0.5741028493320556,0.7776230433691322,Calgary
13,1,"[40.64662464, -73.77090177]",40.64662464,-73.77090177,0.7094174297902548,-1.2875451280518124,0.21205213330477332,-0.7285070594486699,0.6513918613970755,Springfield Gardens
14,2,"[33.94652852, -118.40766257]",33.94652852,-118.40766257,0.5924786922961578,-2.066603571436951,-0.39465596850972906,-0.7296676873242647,0.5584189579469045,El Segundo
15,2,"[38.9128188, -77.00798226]",38.9128188,-77.00798226,0.6791568092919488,-1.344042840754384,0.17492938201532657,-0.7581842925348979,0.6281371584782198,"Washington, D.C."
16,2,"[32.84359605, -96.84910929]",32.84359605,-96.84910929,0.5732288892675041,-1.6903358347343278,-0.10019259828097392,-0.8341585490578508,0.5423476360079469,Dallas
17,0,"[32.8437698, -96.84928399]",32.8437698,-96.84928399,0.5732319217770795,-1.690338883824531,-0.10019494556405964,-0.8341566106170271,0.5423501837810407,Dallas
18,0,"[26.06726717, -80.14433663]",26.06726717,-80.14433663,0.45495963911352444,-1.3987825510201963,0.15375545798719217,-0.8850220324684223,0.439426058836537,Dania Beach
19,2,"[32.8454782, -96.8504585]",32.8454782,-96.8504585,0.5732617389820206,-1.6903593828911285,-0.10021011603573587,-0.8341385002513522,0.5423752345401929,Dallas
20,1,"[39.24087254, -94.63994975]",39.24087254,-94.63994975,0.6848824271784303,-1.6517787270594844,-0.06265180428771122,-0.7719551928161438,0.6325819565113161,Gladstone
21,2,"[37.77465018, -122.44032176]",37.77465018,-122.44032176,0.6592920194300687,-2.136986751913258,-0.4240010495253838,-0.6670806118247596,0.6125573992115982,San Francisco
22,1,"[33.94696831, -118.40747994]",33.94696831,-118.40747994,0.5924863680796751,-2.066600383942138,-0.3946516035224276,-0.729665175088749,0.5584253254463679,El Segundo
23,0,"[40.63767372, -74.11075451]",40.63767372,-74.11075451,0.7092612067651722,-1.293476677336737,0.2077551106264098,-0.7298498995939513,0.6512733205585097,Port Richmond
24,1,"[40.78986648, -73.10068286]",40.78986648,-73.10068286,0.7119174715248697,-1.2758476013631852,0.22008508141190666,-0.7244163392733813,0.6532867091359411,Ronkonkoma
25,2,"[42.5696777, -71.42056878]",42.5696777,-71.42056878,0.7429810373778069,-1.2465240788580696,0.23464865463916146,-0.6980732589894975,0.67648631468775,Westford
26,1,"[37.80065252, -122.43857414]",37.80065252,-122.43857414,0.6597458458762917,-2.1369562501901846,-0.423831543539739,-0.6668588571976654,0.6129160523903302,San Francisco
27,1,"[36.08546367, -115.31814055]",36.08546367,-115.31814055,0.6298101531502965,-2.0126812398750844,-0.3455960095638509,-0.7305152925764995,0.5889913458493377,Summerlin South
28,0,"[19.43706642, -99.07927123]",19.43706642,-99.07927123,0.339240805957827,-1.729259503439992,-0.1488073734698495,-0.9311925969082767,0.332771262377364,Venustiano Carranza
29,2,"[39.8621249, -104.6740909]",39.8621249,-104.6740909,0.6957253263462153,-1.8269075277368345,-0.19444604830880702,-0.7425521023246616,0.6409423606146767,Brighton
30,0,"[52.59657643, -2.19877833]",52.59657643,-2.19877833,0.9179834339803449,-0.03837592138000241,0.6069760822465641,-0.02330470790443347,0.7943783268506898,Wolverhampton
31,1,"[29.98386923, -95.33729612]",29.98386923,-95.33729612,0.5233172405509169,-1.663949717242815,-0.0805696696640197,-0.8624107520140535,0.4997561636846368,Aldine
32,0,"[29.98340611, -95.33682231]",29.98340611,-95.33682231,0.5233091575820851,-1.6639414476982861,-0.08056291363165172,-0.8624154402335872,0.49974916247442286,Aldine
33,0,"[29.98350019, -95.33675519]",29.98350019,-95.33675519,0.5233107995878454,-1.6639402762332922,-0.08056182701937417,-0.8624147175745294,0.49975058473016837,Aldine
34,0,"[29.98377529, -95.33756559]",29.98377529,-95.33756559,0.5233156009886176,-1.6639544203815502,-0.08057380192208044,-0.8624111889014853,0.49975474355062205,Aldine
35,0,"[29.98350283, -95.33678993]",29.98350283,-95.33678993,0.5233108456645376,-1.6639408825606743,-0.08056234778329122,-0.8624146458004917,0.4997506246403866,Aldine
36,0,"[29.98384925, -95.3374653]",29.98384925,-95.3374653,0.5233168918341323,-1.6639526699908436,-0.08057223235650968,-0.8624106876260361,0.4997558616379363,Aldine
37,0,"[29.98372726, -95.33734532]",29.98372726,-95.33734532,0.5233147627069779,-1.663950575944807,-0.08057052540537311,-0.8624119157745337,0.49975401745858994,Aldine
38,0,"[29.98521945, -90.25215941]",29.98521945,-90.25215941,0.5233408063355433,-1.575197338739283,-0.003811943376717303,-0.8661459713804905,0.49977657543050097,Kenner
39,0,"[29.98698389, -90.25081767]",29.98698389,-90.25081767,0.5233716016229971,-1.5751739209585773,-0.0037915927831587066,-0.8661306693837141,0.4998032486659985,Kenner
40,0,"[29.98699328, -90.25081691]",29.98699328,-90.25081691,0.5233717655094139,-1.575173907694075,-0.0037915809357956013,-0.8661305875238174,0.4998033906144037,Kenner
41,0,"[29.98878092, -90.25836915]",29.98878092,-90.25836915,0.5234029657132542,-1.5753057191479756,-0.0039056765135551154,-0.8661144859951497,0.4998304140809451,Kenner
42,0,"[29.9880285, -90.25781369]",29.9880285,-90.25781369,0.5233898335068964,-1.5752960245421126,-0.0038973094098207375,-0.8661210875534515,0.49981903992804283,Kenner
43,0,"[29.987463, -90.25860012]",29.987463,-90.25860012,0.5233799636699764,-1.575309750334949,-0.0039092198731221295,-0.8661259670181837,0.4998104913432689,Kenner
44,0,"[29.98746669, -90.25862007]",29.98746669,-90.25862007,0.5233800280726257,-1.575310098528135,-0.003909521306988025,-0.8661259334681737,0.49981054712464296,Kenner
45,2,"[35.8057062, -78.7869445]",35.8057062,-78.7869445,0.6249274641917474,-1.3750915891110376,0.15770641176115102,-0.7955241684538243,0.5850384475359492,Cary
46,0,"[52.48854137, -1.91022836]",52.48854137,-1.91022836,0.9160978664757552,-0.03333977434697155,0.6085816918842333,-0.020297497333607008,0.7932315777282927,Birmingham
47,0,"[45.58711296, -122.58038932]",45.58711296,-122.58038932,0.795645217630578,-2.139431392010493,-0.37684292397951574,-0.5896974425132412,0.7143152923883902,Vancouver
48,2,"[59.38247253, 18.00789007]",59.38247253,18.00789007,1.0364196636235872,0.31429697305869214,0.4843558792937237,0.15745050965996565,0.860586264822662,Råsunda
49,0,"[32.86680572, -80.01338439]",32.86680572,-80.01338439,0.5736339744273056,-1.3964970032693347,0.1456598467167558,-0.8272079693656182,0.5426879254898359,North Charleston
50,1,"[41.9785651, -87.90833965]",41.9785651,-87.90833965,0.7326641762577827,-1.5342899668539796,0.02713262154930181,-0.742899790002525,0.6688525419418442,Bensenville
51,1,"[53.36729431, -2.27861694]",53.36729431,-2.27861694,0.9314349985903354,-0.03976936799471808,0.5962112481128147,-0.02372345287288797,0.8024770061550347,Hale
52,0,"[41.98202331, -87.90374263]",41.98202331,-87.90374263,0.7327245334085081,-1.5342097337191996,0.027190749918853365,-0.742857266305467,0.6688974099337048,Bensenville
53,1,"[37.7994546, -122.427629]",37.7994546,-122.427629,0.6597249382281162,-2.136765221460093,-0.4237110181545388,-0.6669506253257277,0.6128995321193066,San Francisco
54,0,"[41.97777091, -87.90782014]",41.97777091,-87.90782014,0.7326503150273962,-1.5342808996939825,0.027139696000485138,-0.7429088088237172,0.6688422375068179,Bensenville
55,0,"[41.88298649, -87.63403627]",41.88298649,-87.63403627,0.730996014818803,-1.5295024697236304,0.03073494560739736,-0.7438751483784882,0.66761150884582,Chicago
56,1,"[35.8056542, -78.786848]",35.8056542,-78.786848,0.6249265566205362,-1.3750899048683094,0.15770785486767303,-0.7955244236647285,0.5850377114904118,Cary
57,0,"[33.9411179, -118.3972405]",33.9411179,-118.3972405,0.5923842591625835,-2.0664216720005775,-0.39454831305835786,-0.7297858476346812,0.5583406175937173,El Segundo
58,0,"[41.98191311, -87.80888924]",41.98191311,-87.80888924,0.7327226100556724,-1.5325542297570214,0.028420564431455388,-0.7428125195437701,0.6688959801990393,Niles
59,0,"[39.85862444, -104.6768992]",39.85862444,-104.6768992,0.695664231793881,-1.8269565418182183,-0.19449236462501945,-0.7425804498101353,0.6408954639115069,Brighton
60,2,"[38.9470418, -77.4511456]",38.9470418,-77.4511456,0.6797541133218589,-1.351777500161519,0.16897836248740158,-0.7591482577041428,0.628601810239074,Oak Hill
61,0,"[41.97758714, -87.91388554]",41.97758714,-87.91388554,0.7326471076358299,-1.534386760894433,0.02706112872005662,-0.7429138215151343,0.6688398531144624,Bensenville
62,2,"[38.9470207, -77.4511745]",38.9470207,-77.4511745,0.6797537450573867,-1.3517780045616727,0.16897802986942298,-0.7591485688983637,0.6286015238296951,Oak Hill
63,0,"[40.68545235, -74.18374208]",40.68545235,-74.18374208,0.7100951011707644,-1.2947505507462667,0.20667711221484802,-0.7295911752098851,0.6519058891760295,Elizabeth
64,1,"[51.3228181, 5.3576138]",51.3228181,5.3576138,0.8957521572471404,0.09350800086028498,0.6222016672280456,0.058351002037538194,0.7806793489390222,Bergeijk
65,0,"[26.07324041, -80.14510971]",26.07324041,-80.14510971,0.4550638918185363,-1.3987960438115778,0.15373567494820758,-0.8849789667882966,0.4395197044394461,Dania Beach
66,0,"[40.69943599, -74.17868875]",40.69943599,-74.17868875,0.7103391617301779,-1.294662353499577,0.20669807522970182,-0.7294198451885747,0.652090940852127,Newark
67,0,"[26.07694041, -80.13546475]",26.07694041,-80.13546475,0.45512846900086,-1.3986277075033546,0.1538797839942214,-0.8849251097902952,0.439577708875832,Dania Beach
68,0,"[40.6992418, -74.17884798]",40.6992418,-74.17884798,0.7103357724753036,-1.2946651325873448,0.2066966506582155,-0.7294225459916568,0.6520883713161314,Newark
69,0,"[28.62111274, -81.29294408]",28.62111274,-81.29294408,0.49953265289749577,-1.4188295328356326,0.1328845910632106,-0.867690024923736,0.4790153505951657,Winter Park
70,0,"[40.69814396, -74.17906717]",40.69814396,-74.17906717,0.7103166115526435,-1.2946689581745323,0.20669726657820242,-0.7294353578879819,0.6520738444777028,Newark
71,0,"[39.85790482, -104.67039013]",39.85790482,-104.67039013,0.6956516720555178,-1.8268429371154755,-0.19441004131887715,-0.7426103272632644,0.6408858226520069,Brighton
72,0,"[39.85799572, -104.67056217]",39.85799572,-104.67056217,0.6956532585598079,-1.8268459397799206,-0.19441201361973431,-0.7426087598914275,0.6408870405093525,Brighton
73,0,"[51.72050559, 8.72711201]",51.72050559,8.72711201,0.9026931133416324,0.1523168387648403,0.6123257032962643,0.09399555431463169,0.7849981330244171,Paderborn
74,0,"[29.7420124, -95.5606921]",29.7420124,-95.5606921,0.5190960425489808,-1.6678487126295343,-0.08413525341237069,-0.86418201230974,0.4960954633268929,Bellaire
75,0,"[40.6875448, -74.17714813]",40.6875448,-74.17714813,0.7101316213126977,-1.294635464608055,0.20675458503747535,-0.7295444786152302,0.6519335819606267,Elizabeth
76,0,"[19.43493094, -99.18877967]",19.43493094,-99.18877967,0.3392035348007165,-1.7311707862767147,-0.1505888534850342,-0.930918726244384,0.33273611516274665,Polanco
77,0,"[29.7421541, -95.5600896]",29.7421541,-95.5600896,0.5190985156805308,-1.6678381970207912,-0.08412604713274205,-0.8641816758558285,0.49609761066631974,Bellaire
78,0,"[41.97745295, -87.91025951]",41.97745295,-87.91025951,0.7326447655785067,-1.534323474732157,0.027108201951068722,-0.7429136728498623,0.6688381120119485,Bensenville
79,0,"[41.97475934, -87.89040377]",41.97475934,-87.89040377,0.7325977532152419,-1.533976926693737,0.027366813039070206,-0.7429356554736575,0.6688031619019242,Bensenville
80,2,"[51.322819, 5.3576218]",51.322819,5.3576218,0.8957521729551037,0.09350814048662515,0.6222016468713929,0.05835108776827024,0.7806793587554278,Bergeijk
81,0,"[41.97474769, -87.89039148]",41.97474769,-87.89039148,0.7325975498843842,-1.533976712192772,0.02736697740539034,-0.7429357854995695,0.6688030107377138,Bensenville
82,0,"[41.97758466, -87.91065356]",41.97758466,-87.91065356,0.7326470643516644,-1.5343303522020744,0.027103036529650158,-0.7429123227812243,0.668839820936731,Bensenville
83,0,"[29.98788997, -95.34470061]",29.98788997,-95.34470061,0.5233874157022836,-1.664078949972746,-0.0806778537655969,-0.862365412461048,0.4998169457938211,Aldine
84,0,"[45.52146907, -122.69810485]",45.52146907,-122.69810485,0.7944995156162611,-2.1414859155897235,-0.37849553269876995,-0.5896102798498254,0.7135130339541702,Portland
85,0,"[41.97495038, -87.89005988]",41.97495038,-87.89005988,0.7326010874922451,-1.5339709246809723,0.027371190046545816,-0.7429332627370574,0.6688056407315254,Bensenville
86,0,"[29.98877308, -95.33846478]",29.98877308,-95.33846478,0.5234028288794409,-1.6639701142076513,-0.0805832803278822,-0.8623665175353317,0.49983029556598757,Humble
87,0,"[41.97883697, -87.90639116]",41.97883697,-87.90639116,0.7326689212844202,-1.5342559592880374,0.027157769803694276,-0.7428956952455695,0.668856069363874,Bensenville
88,1,"[45.67920767, -111.04847652]",45.67920767,-111.04847652,0.7972525735437473,-1.9381615445976146,-0.2509344919469236,-0.6520571916255552,0.7154392354356401,Bozeman
89,0,"[41.97888728, -87.90617197]",41.97888728,-87.90617197,0.7326697993595668,-1.5342521337008501,0.0271605903578952,-0.7428950044316631,0.6688567221175922,Bensenville
90,0,"[33.64323551, -84.44248239]",33.64323551,-84.44248239,0.5871852306733736,-1.4737993462628303,0.08062375484624122,-0.8285902142814496,0.5540199156632499,East Point
91,1,"[40.69450196, -74.1749219]",40.69450196,-74.1749219,0.7102530466612857,-1.2945966095646482,0.20676134245395905,-0.7294602782784448,0.6520256510909449,Elizabeth
92,0,"[39.24541389, -106.88172648]",39.24541389,-106.88172648,0.6849616886884158,-1.8654380372920092,-0.2248960216017218,-0.7410696196962794,0.6326433420426787,Montrose
93,2,"[20.0615871, 110.18390431]",20.0615871,110.18390431,0.3501407480706209,1.923071912911871,-0.324099377751328,0.8816405159908242,0.3430300189555359,Xiuying
94,0,"[39.84911904, -104.67447584]",39.84911904,-104.67447584,0.6954983312671619,-1.8269142462072572,-0.1944878888499047,-0.7426915217512108,0.6407681051750141,Aurora
95,0,"[36.08161548, -115.14959772]",36.08161548,-115.14959772,0.6297429895645543,-2.0097396125609555,-0.34346242471220134,-0.7315645521359817,0.5889370669850014,Paradise
96,1,"[27.9746606, -82.5320172]",27.9746606,-82.5320172,0.4882499345979324,-1.4404554384525914,0.11478556875789783,-0.8756638980383372,0.4690810280508376,Egypt Lake-Leto
97,0,"[45.67922537, -111.04823044]",45.67922537,-111.04823044,0.797252882467025,-1.9381572496913912,-0.2509316120414544,-0.6520580630903113,0.7154394512725648,Bozeman
98,0,"[45.67922693, -111.04839797]",45.67922693,-111.04839797,0.7972529096941613,-1.938160173641487,-0.2509335116294778,-0.6520573111963597,0.7154394702954768,Bozeman
99,0,"[45.67925887, -111.04844481]",45.67925887,-111.04844481,0.7972534671523244,-1.938160991153709,-0.25093390145238836,-0.6520567338381931,0.7154398597772917,Bozeman
100,0,"[45.67912434, -111.04847959]",45.67912434,-111.04847959,0.7972511191608818,-1.9381615981792226,-0.2509349005966743,-0.652058149275031,0.7154382192939923,Bozeman
101,0,"[29.98378319, -95.33473143]",29.98378319,-95.33473143,0.5233157388696286,-1.663904954958022,-0.08053113588226624,-0.8624151048554054,0.4997548629785929,Humble
102,1,"[-38.0271635, 145.2112317]",-38.0271635,145.2112317,-0.6636992082692107,2.534414104041363,-0.6469227722008553,0.449434990141875,-0.6160349961196466,Hampton Park
103,1,"[-38.0269936, 145.2110041]",-38.0269936,145.2110041,-0.6636962429548116,2.534410131671985,-0.6469224870953235,0.44943860220829673,-0.6160326602830839,Hampton Park
104,0,"[33.94077727, -118.39921036]",33.94077727,-118.39921036,0.5923783140475524,-2.066456052543381,-0.39457498199814595,-0.7297752023318366,0.5583356854462106,El Segundo
105,0,"[29.9866693, -95.3382794]",29.9866693,-95.3382794,0.5233661109917033,-1.663966878716284,-0.08058219755324451,-0.8623850507886152,0.49979849300873985,Aldine
106,0,"[36.08655568, -115.1394417]",36.08655568,-115.1394417,0.6298292123202612,-2.009562356573057,-0.3433111714414016,-0.7315794489525096,0.5890067482074164,Paradise
107,2,"[41.92992293, -87.66944213]",41.92992293,-87.66944213,0.7318152102359679,-1.5301204185551305,0.030253013138839355,-0.7433472975109363,0.6682211838001013,Chicago
108,2,"[41.97890473, -87.91027352]",41.97890473,-87.91027352,0.7326701039195211,-1.5343237192527852,0.027107402311347846,-0.7428967432625021,0.6688569485247939,Bensenville
109,1,"[41.9763291, -87.73856403]",41.9763291,-87.73856403,0.7326251506957081,-1.531326823295365,0.029334847897140803,-0.7428422123097999,0.6688235300208373,Skokie
110,2,"[51.3228191, 5.3576225]",51.3228191,5.3576225,0.8957521747004329,0.0935081527039299,0.6222016448019099,0.05835109524267413,0.7806793598461396,Bergeijk
111,0,"[43.56768225, -116.22061173]",43.56768225,-116.22061173,0.7603995027251912,-2.0284323333704433,-0.3201316561019255,-0.650003053641101,0.6892109640876896,Boise
112,2,"[38.95201335, -77.44443882]",38.95201335,-77.44443882,0.6798408832382864,-1.3516604447683123,0.16905536603466015,-0.7590752304675537,0.62866929120605,Oak Hill
113,2,"[43.56764134, -116.22089932]",43.56764134,-116.22089932,0.7603987887109943,-2.0284373527628388,-0.32013513614710215,-0.6500018882336643,0.6892104467408683,Boise
114,0,"[39.8586527, -104.6718518]",39.8586527,-104.6718518,0.6956647250239276,-1.8268684480695532,-0.19442686710997079,-0.7425972746887924,0.640895842528706,Brighton
115,0,"[40.69672337, -74.17710665]",40.69672337,-74.17710665,0.7102918175798225,-1.294634740645481,0.20672663417595144,-0.72944383946741,0.65205504659141,Newark
116,0,"[47.4390828, -122.300713]",47.4390828,-122.300713,0.8279681889862107,-2.1345501193866316,-0.36142899179560645,-0.5717083785736751,0.7365586288668886,SeaTac
117,0,"[47.4389994, -122.3010208]",47.4389994,-122.3010208,0.8279667333816145,-2.1345554915100693,-0.3614326359936601,-0.5717073431508922,0.7365576443334373,SeaTac
118,0,"[39.85861469, -104.67233425]",39.85861469,-104.67233425,0.695664061624279,-1.8268768684105294,-0.1944332277169913,-0.7425960488271396,0.6408953332845178,Brighton
119,1,"[-37.8536992, 145.1106176]",-37.8536992,145.1106176,-0.6606716850995435,2.532658056722432,-0.647659412871013,0.45163506006063947,-0.6136473396370242,Camberwell
120,0,"[39.8586566, -104.6718497]",39.8586566,-104.6718497,0.6956647930917685,-1.8268684114176388,-0.19442682884305446,-0.7425972396130015,0.6408958947794751,Brighton
121,0,"[39.8586593, -104.6718352]",39.8586593,-104.6718352,0.6956648402156582,-1.8268681583448974,-0.19442663326241746,-0.7425972596003996,0.6408959309530825,Brighton
122,0,"[39.85873319, -104.67372668]",39.85873319,-104.67372668,0.6956661298394426,-1.826901170898633,-0.19445093882020628,-0.7425900411184075,0.6408969209035897,Brighton
123,0,"[37.83520596, -122.25460611]",37.83520596,-122.25460611,0.660348917172182,-2.1337454023482767,-0.4214908372994521,-0.6679035621848204,0.6133924565018994,Oakland
124,0,"[29.98704632, -95.3378275]",29.98704632,-95.3378275,0.5233726912320491,-1.6639589915733943,-0.08057508984505923,-0.8623824117740863,0.49980419241856205,Aldine
125,0,"[29.98707518, -95.33783524]",29.98707518,-95.33783524,0.5233731949340713,-1.6639591266618783,-0.08057518292293668,-0.8623821502285479,0.49980462869417425,Aldine
126,0,"[41.97862209, -87.91469774]",41.97862209,-87.91469774,0.7326651709209234,-1.5344009364586177,0.027050157878528113,-0.7429021314819159,0.66885328136922,Bensenville
127,2,"[41.97456785, -87.90563774]",41.97456785,-87.90563774,0.7325944110842574,-1.534242809628387,0.027169359848823914,-0.742945139312163,0.66880067722591,Bensenville
128,2,"[25.79104444, -80.27338351]",25.79104444,-80.27338351,0.4501386430061771,-1.4010348439656226,0.15211788573489407,-0.8874438113087416,0.4350903706235756,Brownsville
129,0,"[39.99829207, -82.88085401]",39.99829207,-82.88085401,0.6981018917958381,-1.4465437893392452,0.09494061270740331,-0.760157697372108,0.6427647743807041,Gahanna
130,0,"[39.99814659, -82.88058383]",39.99814659,-82.88058383,0.6980993526908423,-1.4465390738086723,0.09494439952516334,-0.7601588691300021,0.642762829262709,Gahanna
131,0,"[38.94562938, -77.44400264]",38.94562938,-77.44400264,0.6797294619424379,-1.3516528319911807,0.16907637145807508,-0.7591423106527,0.6285826379971456,Oak Hill
132,1,"[29.98872603, -95.3384666]",29.98872603,-95.3384666,0.5234020077020278,-1.6639701459726437,-0.08058334590874458,-0.8623669236443214,0.49982958432487845,Humble
133,0,"[29.98870677, -95.33845443]",29.98870677,-95.33845443,0.5234016715516139,-1.6639699335660738,-0.08058317836853279,-0.8623671080498257,0.49982929317698604,Humble
134,0,"[40.6941088, -74.17545854]",40.6941088,-74.17545854,0.7102461847247987,-1.2946059756995458,0.2067557302855595,-0.7294665193776202,0.6520204483765712,Elizabeth
135,0,"[39.99806982, -82.88439575]",39.99806982,-82.88439575,0.6980980128015757,-1.4466056043634947,0.09489393220584746,-0.7601660387485619,0.6427618028195452,Gahanna
136,1,"[22.31355693, 113.92636768]",22.31355693,113.92636768,0.3894450362596979,1.9883902208536537,-0.37519374490818747,0.8456219594678351,0.3796750656120953,Tung Chung
137,0,"[37.61980156, -122.38447633]",37.61980156,-122.38447633,0.6565894011688991,-2.1360120652875665,-0.42423579372059483,-0.6688891562196065,0.61041894467495,Millbrae
138,0,"[33.94171725, -118.39844033]",33.94171725,-118.39844033,0.5923947197934554,-2.0664426129845417,-0.3945608175954222,-0.7297724474580799,0.558349295826077,El Segundo
139,0,"[34.99254864, -80.92841859]",34.99254864,-80.92841859,0.610735187432264,-1.4124673628276871,0.12916606421308932,-0.8089798523309496,0.5734699001502128,Rock Hill
140,2,"[37.61829369, -122.39192247]",37.61829369,-122.39192247,0.6565630838727071,-2.1361420249471306,-0.42433132451592853,-0.668847581783873,0.6103980990930616,San Bruno
141,1,"[21.32911863, -157.91749165]",21.32911863,-157.91749165,0.3722633466419622,-2.7561801757831526,-0.8631743886967632,-0.3501918460212772,0.36372468390003365,Honolulu
142,0,"[38.95801195, -77.44365722]",38.95801195,-77.44365722,0.6799455785587966,-1.3516468032748787,0.1690514110481506,-0.759008675542974,0.6287507064593485,Oak Hill
143,0,"[38.93770157, -77.4551004]",38.93770157,-77.4551004,0.6795910955554654,-1.351846524442777,0.16894821784329453,-0.759259936244172,0.6284750185186924,Oak Hill
144,0,"[37.61839686, -122.38751]",37.61839686,-122.38751,0.6565648845288963,-2.136065012817485,-0.4242792251461962,-0.6688793303146744,0.610399525382463,Millbrae
145,0,"[37.61926072, -122.38812564]",37.61926072,-122.38812564,0.6565799617301726,-2.1360757577624923,-0.42428148247918546,-0.6688669998730066,0.6104114678691318,Millbrae
146,0,"[38.95638224, -77.43898845]",38.95638224,-77.43898845,0.679917134753444,-1.3515653178663602,0.16911714796032884,-0.759012353500069,0.6287285881046372,Oak Hill
147,0,"[35.07067492, -80.7899648]",35.07067492,-80.7899648,0.612098748250599,-1.4100508883303222,0.13099528645075006,-0.8078927324049503,0.5745864320143224,Matthews
148,0,"[43.60417384, -110.7362561]",43.60417384,-110.7362561,0.7610364011199792,-1.9327122702766553,-0.25638736130691764,-0.6772131461512457,0.6896722958347736,Rexburg
149,0,"[39.85760174, -104.66669625]",39.85760174,-104.66669625,0.6956463823116209,-1.826778466747302,-0.1943630229151271,-0.7426261390515518,0.6408817620440442,Brighton
150,2,"[26.07294988, -80.14147128]",26.07294988,-80.14147128,0.4550588211134604,-1.3987325412284746,0.1537922546714353,-0.8849713981451753,0.43951514975942535,Dania Beach
151,0,"[35.00096266, -80.87374938]",35.00096266,-80.87374938,0.6108820397845925,-1.411513205113723,0.1299245408213945,-0.8087730812358391,0.5735901993240791,Rock Hill
152,0,"[35.00595547, -80.89437239]",35.00595547,-80.89437239,0.6109691807580192,-1.4118731445398944,0.1296255125053002,-0.8087704374044901,0.5736615780129327,Rock Hill
153,2,"[19.43010575, -99.18988829]",19.43010575,-99.18988829,0.3391193193481822,-1.731190135345868,-0.1506113405661123,-0.9309434708661163,0.33265669712877716,Polanco
154,0,"[19.41622708, -99.16143525]",19.41622708,-99.16143525,0.3388770908608844,-1.7306935361156663,-0.1501618413111823,-0.9310976732700088,0.33242825428235095,Benito Juarez
155,0,"[37.61782989, -122.39172299]",37.61782989,-122.39172299,0.6565549890356364,-2.136138543364339,-0.42433164280791613,-0.6688532313710199,0.6103916871947717,Millbrae
156,0,"[37.61761896, -122.39164663]",37.61761896,-122.39164663,0.6565513076126451,-2.136137210630922,-0.4243319551867286,-0.6688556943600954,0.6103887711364642,Millbrae
157,0,"[40.72476892, -74.09204213]",40.72476892,-74.09204213,0.7107813047678553,-1.2931500846948525,0.20772187128239955,-0.7288290810758575,0.6524260837589645,Jersey City
158,0,"[18.47066766, -68.40014139]",18.47066766,-68.40014139,0.3223739657086365,-1.1938076760851508,0.34915879857884724,-0.8818808172147765,0.3168191244283937,Punta Cana
159,0,"[38.94291482, -77.44870496]",38.94291482,-77.44870496,0.6796820839326949,-1.3517349029576633,0.16902053897018893,-0.7591852527887184,0.6285457893855917,Oak Hill
160,1,"[31.27777976, 121.59340615]",31.27777976,121.59340615,0.5459002395256418,2.122205286032222,-0.44774614501407334,0.7279886826651738,0.5191876997160674,Shanghai
161,0,"[33.84438223, -116.5516582]",33.84438223,-116.5516582,0.5906959032169607,-2.034210184249048,-0.3712610725293785,-0.7429562622673841,0.5569391424401894,Palm Springs
